churn,accountlength,internationalplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaleveminutes,totalevecalls,totalnightminutes,totalnightcalls,totalintlminutes,totalintlcalls,numbercustomerservicecalls
0,74.0,0,0.0,106.4,84.0,140.2,104.0,90.9,81.0,11.4,3.0,1.0
0,109.0,0,0.0,170.7,101.0,240.2,82.0,119.0,112.0,11.4,4.0,2.0
0,177.0,0,0.0,84.9,77.0,257.5,109.0,210.5,66.0,7.5,5.0,2.0
0,91.0,0,0.0,217.9,71.0,230.1,116.0,232.1,110.0,10.6,2.0,1.0
1,105.0,0,0.0,270.9,98.0,226.2,110.0,178.8,60.0,8.8,5.0,0.0
1,24.0,0,0.0,243.0,91.0,183.9,77.0,184.3,109.0,15.3,6.0,0.0
0,48.0,0,0.0,128.2,71.0,48.1,78.0,116.3,80.0,8.9,3.0,0.0
0,86.0,0,0.0,126.3,115.0,168.8,112.0,154.6,95.0,9.8,7.0,2.0
0,163.0,0,0.0,178.7,56.0,215.7,79.0,152.7,84.0,10.6,2.0,4.0
0,91.0,0,0.0,159.0,109.0,255.1,142.0,82.4,73.0,10.1,4.0,0.0
0,56.0,0,0.0,150.9,79.0,161.8,87.0,167.7,115.0,11.7,5.0,3.0
0,64.0,0,0.0,168.0,116.0,192.4,94.0,166.5,98.0,10.1,3.0,2.0
0,159.0,0,0.0,198.8,107.0,195.5,91.0,213.3,120.0,16.5,7.0,5.0
0,136.0,1,0.0,256.8,90.0,230.1,104.0,143.6,82.0,9.1,10.0,3.0
0,122.0,0,0.0,140.1,120.0,231.4,128.0,188.1,127.0,11.2,5.0,2.0
0,138.0,0,0.0,194.3,83.0,189.9,97.0,232.2,102.0,9.0,3.0,5.0
0,132.0,0,0.0,117.6,66.0,214.0,108.0,239.5,94.0,8.8,5.0,1.0
0,101.0,1,0.0,193.7,108.0,186.6,98.0,223.0,100.0,11.6,8.0,0.0
0,58.0,0,0.0,243.1,105.0,231.4,108.0,180.9,120.0,7.8,4.0,2.0
0,81.0,0,0.0,145.4,132.0,129.3,91.0,186.4,109.0,5.2,4.0,1.0
0,87.0,0,0.0,169.1,105.0,169.9,102.0,244.9,106.0,9.9,10.0,3.0
0,116.0,0,0.0,229.3,93.0,184.5,111.0,168.2,91.0,8.8,3.0,2.0
0,85.0,1,0.0,197.2,97.0,211.7,115.0,210.1,133.0,8.3,4.0,4.0
0,90.0,0,0.0,76.1,121.0,290.3,73.0,236.9,89.0,10.8,3.0,0.0
0,98.0,0,0.0,162.8,65.0,185.0,109.0,219.5,104.0,6.0,3.0,2.0
0,73.0,0,0.0,182.3,115.0,199.2,97.0,120.2,113.0,18.0,5.0,1.0
0,107.0,1,0.0,194.4,83.0,247.8,84.0,245.4,93.0,11.2,7.0,2.0
0,30.0,0,0.0,145.0,76.0,240.7,112.0,197.1,134.0,7.1,4.0,3.0
0,157.0,0,0.0,220.7,105.0,119.3,127.0,165.1,113.0,11.5,7.0,4.0
0,72.0,0,0.0,147.0,79.0,162.3,103.0,162.9,80.0,10.5,4.0,1.0
0,42.0,0,0.0,155.4,127.0,164.1,45.0,157.7,128.0,9.0,3.0,0.0
0,86.0,0,0.0,166.2,112.0,255.3,81.0,228.1,97.0,5.4,7.0,1.0
0,131.0,0,0.0,211.8,115.0,260.5,102.0,144.2,96.0,10.8,7.0,0.0
0,74.0,0,0.0,162.7,102.0,292.0,105.0,183.3,80.0,8.7,6.0,0.0
0,81.0,0,0.0,166.2,102.0,217.6,112.0,220.2,68.0,13.2,2.0,4.0
1,28.0,0,0.0,121.7,48.0,125.8,112.0,261.6,122.0,8.3,2.0,6.0
0,111.0,0,0.0,176.4,62.0,201.0,124.0,150.4,138.0,11.2,2.0,0.0
1,51.0,0,0.0,229.7,129.0,336.0,104.0,192.8,128.0,9.6,1.0,1.0
1,163.0,0,0.0,247.7,77.0,269.5,108.0,167.3,82.0,9.6,7.0,0.0
0,87.0,0,0.0,115.4,90.0,262.6,68.0,245.7,69.0,13.1,5.0,2.0
1,58.0,0,0.0,112.2,95.0,209.6,108.0,260.9,78.0,13.9,1.0,0.0
0,109.0,0,0.0,162.6,138.0,154.0,109.0,209.7,118.0,11.5,4.0,0.0
0,111.0,0,0.0,229.4,107.0,214.1,99.0,289.6,95.0,10.4,6.0,4.0
0,144.0,0,0.0,139.6,96.0,124.2,93.0,95.6,75.0,15.0,4.0,2.0
1,135.0,0,0.0,263.8,66.0,251.3,116.0,200.1,112.0,8.4,2.0,5.0
0,149.0,0,0.0,196.3,108.0,136.8,96.0,154.7,87.0,7.7,3.0,2.0
0,56.0,0,0.0,253.2,95.0,188.0,116.0,142.0,133.0,4.4,4.0,1.0
0,129.0,0,0.0,98.0,99.0,240.7,62.0,254.8,123.0,10.5,4.0,0.0
0,92.0,0,0.0,249.4,118.0,211.5,95.0,169.0,116.0,9.1,3.0,0.0
0,120.0,0,0.0,221.3,106.0,267.6,98.0,111.5,80.0,9.3,7.0,0.0
0,166.0,0,0.0,220.7,106.0,177.8,118.0,206.1,102.0,12.4,9.0,1.0
0,66.0,0,0.0,87.6,76.0,262.0,111.0,184.6,125.0,9.2,5.0,1.0
0,76.0,0,0.0,203.6,61.0,161.7,127.0,175.9,97.0,8.4,3.0,0.0
0,79.0,0,0.0,213.6,110.0,234.9,121.0,229.6,157.0,8.8,3.0,2.0
1,49.0,0,0.0,266.3,90.0,207.8,117.0,205.0,98.0,14.0,2.0,2.0
0,46.0,0,0.0,199.2,111.0,175.1,83.0,210.6,84.0,10.2,2.0,3.0
0,137.0,0,0.0,115.0,130.0,137.8,83.0,224.0,61.0,7.3,4.0,3.0
1,171.0,0,0.0,270.5,69.0,230.0,112.0,136.0,111.0,9.6,5.0,1.0
0,10.0,0,0.0,222.2,127.0,153.1,125.0,227.4,80.0,12.9,4.0,1.0
0,88.0,0,0.0,61.9,78.0,262.6,114.0,212.5,110.0,8.8,2.0,3.0
0,89.0,0,0.0,141.1,92.0,249.1,126.0,136.0,73.0,10.8,2.0,2.0
1,82.0,0,0.0,189.2,81.0,184.4,117.0,255.8,83.0,10.6,5.0,3.0
0,139.0,0,0.0,196.0,135.0,186.0,146.0,153.0,92.0,9.8,1.0,3.0
0,87.0,0,0.0,171.6,119.0,205.0,107.0,170.6,114.0,13.8,4.0,0.0
0,137.0,1,0.0,174.0,123.0,161.3,115.0,260.7,98.0,11.4,3.0,2.0
1,45.0,0,0.0,78.6,106.0,187.3,110.0,184.2,111.0,7.4,5.0,1.0
0,90.0,0,0.0,200.9,92.0,164.3,91.0,249.0,98.0,8.9,7.0,1.0
0,103.0,0,0.0,141.3,123.0,253.6,87.0,215.8,96.0,6.4,2.0,1.0
0,100.0,0,0.0,235.8,130.0,176.0,69.0,63.6,122.0,7.3,1.0,2.0
0,110.0,0,0.0,185.1,100.0,165.1,88.0,111.6,104.0,6.3,4.0,3.0
0,124.0,0,0.0,254.3,113.0,78.9,104.0,153.2,69.0,11.8,2.0,2.0
0,10.0,0,0.0,183.0,103.0,214.8,77.0,206.4,73.0,8.7,6.0,2.0
0,121.0,0,0.0,207.9,98.0,210.5,96.0,109.6,114.0,7.7,2.0,2.0
0,101.0,0,0.0,248.6,102.0,174.9,93.0,207.2,86.0,6.1,3.0,3.0
0,51.0,0,0.0,197.8,60.0,221.0,64.0,168.6,134.0,8.9,5.0,1.0
1,2.0,1,0.0,132.1,42.0,138.9,88.0,192.6,119.0,9.1,1.0,2.0
0,111.0,0,0.0,197.1,117.0,227.8,128.0,214.0,101.0,9.3,11.0,0.0
0,118.0,0,0.0,154.6,112.0,184.2,105.0,217.4,102.0,12.6,5.0,2.0
0,130.0,0,0.0,211.2,119.0,231.1,120.0,220.9,80.0,6.3,9.0,2.0
1,193.0,0,0.0,96.8,92.0,142.6,103.0,210.1,115.0,10.9,5.0,2.0
0,114.0,0,0.0,172.0,145.0,276.4,101.0,193.7,100.0,10.1,9.0,1.0
0,137.0,0,0.0,141.1,91.0,147.2,100.0,254.7,75.0,8.0,7.0,2.0
0,101.0,0,0.0,209.6,107.0,228.8,96.0,172.4,85.0,7.6,2.0,3.0
1,126.0,0,0.0,321.3,99.0,167.9,93.0,193.6,106.0,8.0,4.0,1.0
0,71.0,0,0.0,243.7,124.0,60.0,90.0,189.0,129.0,11.3,2.0,0.0
0,124.0,0,0.0,251.5,85.0,214.2,98.0,186.1,71.0,11.1,6.0,3.0
1,97.0,1,0.0,236.9,107.0,157.6,105.0,241.0,120.0,7.3,2.0,0.0
0,28.0,0,0.0,159.7,79.0,216.7,131.0,206.7,116.0,9.3,3.0,2.0
1,90.0,1,0.0,148.2,96.0,220.4,111.0,134.2,97.0,9.2,1.0,4.0
0,190.0,0,0.0,150.9,86.0,268.6,129.0,179.9,73.0,14.7,1.0,1.0
0,73.0,0,0.0,254.7,80.0,90.2,79.0,153.4,60.0,10.6,8.0,0.0
1,111.0,0,0.0,284.4,89.0,157.0,113.0,242.8,91.0,8.4,8.0,0.0
1,98.0,0,0.0,0.0,0.0,159.6,130.0,167.1,88.0,6.8,1.0,4.0
1,106.0,1,0.0,133.7,45.0,187.8,107.0,181.9,89.0,10.7,2.0,1.0
0,111.0,0,0.0,224.9,117.0,191.9,127.0,229.9,97.0,10.3,3.0,0.0
0,59.0,0,0.0,151.8,98.0,209.9,92.0,266.9,86.0,11.9,5.0,1.0
1,55.0,0,0.0,285.7,124.0,230.9,106.0,230.7,140.0,14.8,7.0,0.0
0,13.0,0,0.0,58.4,121.0,262.2,64.0,159.0,115.0,11.9,5.0,1.0
0,123.0,0,0.0,114.4,91.0,216.6,123.0,250.6,102.0,11.0,3.0,0.0
0,105.0,0,0.0,147.7,103.0,222.7,78.0,163.5,102.0,12.8,3.0,2.0
0,118.0,0,0.0,136.1,120.0,204.2,103.0,228.2,90.0,11.3,4.0,1.0
0,97.0,0,0.0,169.7,84.0,165.9,86.0,191.9,83.0,12.8,6.0,3.0
0,51.0,0,0.0,227.2,89.0,194.4,106.0,243.4,126.0,14.9,2.0,0.0
1,73.0,0,0.0,217.8,91.0,220.6,97.0,277.3,89.0,10.3,6.0,1.0
0,35.0,0,0.0,124.2,102.0,123.9,115.0,135.7,100.0,13.1,8.0,2.0
0,64.0,0,0.0,206.2,76.0,232.4,76.0,251.6,96.0,13.6,2.0,1.0
0,63.0,0,0.0,132.9,122.0,67.0,62.0,160.4,121.0,9.9,2.0,3.0
1,115.0,0,0.0,245.0,97.0,250.7,75.0,270.2,124.0,13.7,8.0,1.0
0,162.0,0,0.0,184.5,118.0,224.0,95.0,180.5,82.0,11.6,3.0,1.0
0,89.0,0,0.0,89.5,66.0,179.3,104.0,225.1,116.0,12.3,1.0,3.0
0,94.0,1,0.0,235.6,131.0,194.8,107.0,170.6,93.0,8.6,4.0,1.0
0,129.0,0,0.0,186.0,127.0,262.3,96.0,98.9,63.0,11.5,6.0,4.0
0,86.0,0,0.0,223.9,75.0,155.7,109.0,150.2,143.0,7.3,9.0,1.0
0,96.0,0,0.0,179.5,125.0,162.3,139.0,264.5,133.0,6.6,2.0,1.0
0,190.0,0,0.0,169.4,102.0,253.5,113.0,197.1,93.0,8.9,5.0,1.0
0,80.0,0,0.0,118.1,90.0,144.3,77.0,225.1,86.0,8.2,6.0,1.0
1,108.0,0,0.0,112.0,105.0,193.7,110.0,208.9,93.0,4.1,4.0,4.0
1,65.0,0,0.0,245.7,139.0,241.9,113.0,285.3,117.0,4.2,5.0,4.0
0,36.0,0,0.0,202.4,115.0,230.7,115.0,202.0,127.0,10.2,2.0,3.0
0,54.0,0,0.0,116.8,119.0,123.1,123.0,217.5,101.0,12.0,2.0,1.0
0,45.0,0,0.0,155.7,110.0,260.3,103.0,192.2,98.0,11.0,1.0,1.0
0,141.0,0,0.0,51.9,108.0,162.0,83.0,223.5,115.0,10.1,3.0,3.0
0,113.0,0,0.0,81.3,116.0,220.6,124.0,235.7,113.0,8.9,3.0,0.0
0,212.0,0,0.0,126.0,96.0,144.3,80.0,302.8,102.0,7.6,3.0,1.0
0,99.0,1,0.0,197.2,127.0,156.0,92.0,204.1,99.0,9.9,6.0,4.0
0,94.0,0,0.0,194.1,62.0,227.2,54.0,190.4,115.0,15.3,4.0,1.0
0,40.0,0,0.0,115.7,105.0,127.8,113.0,107.5,91.0,9.3,6.0,1.0
1,101.0,0,0.0,269.7,85.0,207.6,86.0,214.2,107.0,4.5,15.0,3.0
0,170.0,0,0.0,246.4,107.0,228.1,124.0,166.4,95.0,9.1,8.0,0.0
0,105.0,0,0.0,227.4,121.0,268.5,89.0,143.3,82.0,13.0,4.0,1.0
0,103.0,0,0.0,189.8,110.0,115.5,83.0,191.3,103.0,12.2,4.0,0.0
0,101.0,0,0.0,0.0,0.0,192.1,119.0,168.8,95.0,7.2,4.0,1.0
0,104.0,0,0.0,167.6,116.0,219.2,112.0,215.9,94.0,11.7,2.0,4.0
0,115.0,0,0.0,132.0,90.0,197.5,75.0,175.8,114.0,0.0,0.0,3.0
0,112.0,0,0.0,167.8,88.0,247.9,81.0,155.1,108.0,11.9,4.0,0.0
0,70.0,0,0.0,213.4,86.0,204.7,77.0,256.6,101.0,5.7,4.0,1.0
0,126.0,0,0.0,175.4,120.0,98.3,71.0,201.9,93.0,10.6,1.0,0.0
1,125.0,0,0.0,143.2,80.0,88.1,94.0,233.2,135.0,8.8,7.0,4.0
0,86.0,0,0.0,125.5,139.0,269.8,93.0,235.8,110.0,8.9,8.0,1.0
0,232.0,0,0.0,165.6,104.0,195.9,115.0,118.3,77.0,11.8,3.0,1.0
0,133.0,0,0.0,162.1,91.0,212.1,94.0,260.4,78.0,12.2,5.0,1.0
0,103.0,0,0.0,166.6,84.0,192.4,91.0,167.9,115.0,7.7,6.0,1.0
0,182.0,0,0.0,176.1,90.0,174.9,106.0,234.7,134.0,9.7,4.0,1.0
0,99.0,0,0.0,142.3,89.0,204.5,95.0,203.1,114.0,9.1,1.0,0.0
0,27.0,0,0.0,177.6,121.0,296.8,92.0,192.9,106.0,7.6,3.0,3.0
0,141.0,0,0.0,83.2,74.0,190.6,104.0,150.5,79.0,10.7,7.0,1.0
0,65.0,0,0.0,105.7,95.0,141.8,100.0,180.5,105.0,6.6,12.0,2.0
1,81.0,1,0.0,149.4,68.0,171.9,98.0,214.5,97.0,17.9,3.0,3.0
0,78.0,0,0.0,140.7,77.0,195.2,114.0,252.9,107.0,11.7,5.0,0.0
0,55.0,0,0.0,119.7,148.0,231.8,96.0,222.3,113.0,4.6,2.0,2.0
0,176.0,0,0.0,250.9,108.0,171.4,100.0,148.6,85.0,9.6,6.0,2.0
0,96.0,1,0.0,200.6,117.0,289.5,120.0,98.3,95.0,11.2,5.0,2.0
0,127.0,0,0.0,239.8,107.0,128.9,121.0,249.9,110.0,11.3,5.0,1.0
0,63.0,0,0.0,164.5,75.0,147.9,118.0,252.7,97.0,11.2,2.0,0.0
0,79.0,0,0.0,220.9,107.0,192.2,97.0,161.0,74.0,12.2,2.0,1.0
0,60.0,0,0.0,203.2,99.0,235.8,131.0,224.9,112.0,15.1,6.0,2.0
0,122.0,0,0.0,136.7,115.0,243.1,137.0,188.9,110.0,8.6,4.0,0.0
0,136.0,0,0.0,152.6,97.0,208.9,85.0,119.1,99.0,5.0,10.0,1.0
1,102.0,0,0.0,195.7,116.0,209.1,87.0,201.1,73.0,8.3,3.0,1.0
0,113.0,1,0.0,204.3,82.0,188.8,115.0,139.4,97.0,9.2,7.0,1.0
0,79.0,0,0.0,222.3,99.0,146.2,82.0,275.6,82.0,8.9,4.0,3.0
0,160.0,0,0.0,174.3,105.0,171.3,107.0,220.8,131.0,8.3,2.0,0.0
0,110.0,0,0.0,242.5,110.0,162.3,140.0,184.1,86.0,7.8,3.0,4.0
0,192.0,0,0.0,221.6,101.0,285.2,50.0,167.4,83.0,12.7,6.0,4.0
0,93.0,0,0.0,114.3,100.0,221.1,103.0,126.3,88.0,10.9,9.0,0.0
0,77.0,0,0.0,144.9,136.0,151.3,115.0,252.4,73.0,12.3,3.0,2.0
0,131.0,0,0.0,109.5,95.0,332.1,48.0,258.6,108.0,6.6,7.0,1.0
0,118.0,0,0.0,133.4,113.0,121.0,92.0,254.7,129.0,5.9,4.0,1.0
0,125.0,0,0.0,137.1,94.0,209.8,83.0,238.4,114.0,8.6,4.0,1.0
0,95.0,0,0.0,197.0,88.0,190.4,68.0,211.9,104.0,16.1,8.0,0.0
0,80.0,0,0.0,198.1,160.0,156.7,87.0,182.1,76.0,9.3,3.0,3.0
0,145.0,0,0.0,39.5,78.0,264.3,106.0,185.8,90.0,10.0,6.0,0.0
0,37.0,0,0.0,199.5,107.0,207.5,110.0,83.9,123.0,8.1,4.0,2.0
0,87.0,0,0.0,156.8,93.0,215.8,68.0,223.3,77.0,7.6,6.0,1.0
0,69.0,0,0.0,183.4,85.0,237.6,100.0,228.0,94.0,9.0,5.0,3.0
0,83.0,0,0.0,132.4,120.0,121.6,101.0,197.7,84.0,8.6,2.0,1.0
0,195.0,0,0.0,63.2,108.0,220.2,88.0,184.0,99.0,5.1,3.0,0.0
0,75.0,0,0.0,150.6,99.0,301.5,83.0,158.7,104.0,8.1,5.0,0.0
1,76.0,1,0.0,273.3,66.0,263.6,121.0,165.2,84.0,12.0,7.0,1.0
0,86.0,1,0.0,266.1,120.0,182.0,92.0,206.5,103.0,10.3,4.0,1.0
0,140.0,0,0.0,112.8,89.0,156.7,65.0,249.6,85.0,16.3,6.0,0.0
0,70.0,0,0.0,104.7,112.0,82.2,104.0,169.4,110.0,15.8,7.0,3.0
0,112.0,0,0.0,168.6,102.0,298.0,117.0,194.7,110.0,9.8,5.0,1.0
0,118.0,0,0.0,253.2,122.0,201.0,78.0,195.3,108.0,9.7,7.0,2.0
0,78.0,0,0.0,87.0,102.0,193.6,64.0,205.8,120.0,11.0,5.0,0.0
0,6.0,0,0.0,226.5,93.0,152.1,122.0,164.4,98.0,9.4,4.0,3.0
0,107.0,1,0.0,234.1,91.0,163.1,105.0,282.5,100.0,10.0,3.0,1.0
1,107.0,1,0.0,133.3,106.0,182.9,89.0,241.1,123.0,12.9,2.0,3.0
0,138.0,0,0.0,133.9,87.0,166.4,110.0,193.5,139.0,15.4,3.0,1.0
0,103.0,0,0.0,160.2,104.0,138.9,70.0,312.5,97.0,9.7,2.0,0.0
0,189.0,0,0.0,227.4,84.0,176.0,81.0,206.1,120.0,6.3,4.0,2.0
0,161.0,0,0.0,72.8,120.0,267.1,120.0,222.5,91.0,11.8,2.0,2.0
0,1.0,0,0.0,196.1,107.0,296.5,82.0,211.5,91.0,7.0,2.0,1.0
0,89.0,0,0.0,197.1,110.0,165.9,115.0,227.3,106.0,12.8,3.0,1.0
0,64.0,0,0.0,219.6,126.0,303.3,100.0,154.5,65.0,9.7,5.0,1.0
0,129.0,0,0.0,216.0,85.0,186.9,114.0,210.7,109.0,4.9,10.0,2.0
0,114.0,0,0.0,189.8,101.0,147.7,80.0,172.7,121.0,10.6,5.0,1.0
0,50.0,0,0.0,154.7,102.0,298.0,108.0,210.2,95.0,11.1,3.0,0.0
0,86.0,0,0.0,136.4,104.0,202.5,110.0,230.7,86.0,11.5,1.0,3.0
0,96.0,0,0.0,170.5,86.0,277.5,88.0,162.5,117.0,12.2,6.0,1.0
0,72.0,0,0.0,272.4,88.0,107.9,125.0,185.5,81.0,12.7,2.0,0.0
0,65.0,0,0.0,153.9,117.0,220.1,122.0,280.5,147.0,8.5,3.0,2.0
0,163.0,0,0.0,223.0,120.0,227.0,98.0,188.3,125.0,8.8,5.0,1.0
0,136.0,0,0.0,252.4,74.0,167.9,81.0,248.3,110.0,10.7,3.0,2.0
0,116.0,0,0.0,197.9,84.0,168.1,113.0,239.8,145.0,12.0,6.0,1.0
0,93.0,0,0.0,152.4,74.0,274.6,88.0,252.2,120.0,6.6,5.0,3.0
0,92.0,0,0.0,265.6,82.0,180.7,75.0,211.1,113.0,8.6,2.0,1.0
0,70.0,0,0.0,197.3,91.0,305.8,81.0,171.0,105.0,6.7,6.0,1.0
0,37.0,0,0.0,233.7,114.0,207.9,109.0,212.7,101.0,12.0,2.0,2.0
0,51.0,0,0.0,183.1,99.0,160.1,107.0,311.8,121.0,7.0,3.0,1.0
0,174.0,0,0.0,139.4,96.0,143.4,108.0,225.2,107.0,10.0,5.0,2.0
1,68.0,0,0.0,213.9,112.0,260.5,100.0,233.8,97.0,8.4,3.0,1.0
0,130.0,0,0.0,207.1,70.0,200.1,115.0,194.2,100.0,12.4,2.0,1.0
0,104.0,0,0.0,139.7,78.0,202.6,119.0,203.6,102.0,11.3,5.0,2.0
0,134.0,0,0.0,177.2,91.0,228.7,105.0,194.3,113.0,8.9,3.0,2.0
0,103.0,0,0.0,173.5,83.0,244.3,65.0,221.6,66.0,9.7,2.0,3.0
0,62.0,0,0.0,159.9,100.0,172.2,99.0,263.2,109.0,5.6,4.0,1.0
0,162.0,0,0.0,115.1,89.0,196.8,111.0,212.4,98.0,11.4,3.0,2.0
0,42.0,0,0.0,92.2,108.0,211.2,120.0,129.1,73.0,13.1,6.0,1.0
0,36.0,0,0.0,117.1,94.0,235.4,117.0,221.3,108.0,9.0,2.0,0.0
1,143.0,0,0.0,223.3,99.0,167.1,128.0,203.0,84.0,4.5,4.0,0.0
0,197.0,0,0.0,154.8,111.0,171.5,102.0,227.3,86.0,10.6,2.0,3.0
1,81.0,0,0.0,261.4,141.0,215.7,102.0,271.8,96.0,8.0,6.0,1.0
1,138.0,1,0.0,46.5,104.0,186.0,114.0,167.5,95.0,9.6,4.0,4.0
1,127.0,1,0.0,242.2,102.0,226.1,80.0,252.0,96.0,13.9,5.0,2.0
1,136.0,0,0.0,259.4,99.0,172.7,125.0,293.7,78.0,10.7,6.0,1.0
0,99.0,0,0.0,222.4,102.0,185.8,89.0,237.7,81.0,12.0,8.0,2.0
0,95.0,0,0.0,69.4,79.0,190.8,109.0,219.9,102.0,8.9,5.0,0.0
1,113.0,0,0.0,61.2,111.0,92.3,88.0,197.4,114.0,13.7,3.0,5.0
0,128.0,1,0.0,245.2,112.0,101.5,101.0,152.3,116.0,10.7,5.0,0.0
0,117.0,0,0.0,102.3,100.0,135.2,104.0,199.7,93.0,15.7,10.0,3.0
0,81.0,1,0.0,227.4,105.0,211.5,120.0,258.2,113.0,11.9,3.0,0.0
0,57.0,0,0.0,192.8,68.0,158.0,86.0,235.5,105.0,12.7,6.0,1.0
0,140.0,0,0.0,162.6,98.0,206.2,109.0,141.6,66.0,8.2,2.0,1.0
0,56.0,0,0.0,137.2,111.0,165.9,119.0,182.3,72.0,14.3,4.0,1.0
0,159.0,0,0.0,87.7,103.0,278.2,97.0,170.6,93.0,10.5,10.0,1.0
0,102.0,0,0.0,271.1,80.0,172.0,133.0,169.2,105.0,10.3,5.0,1.0
0,107.0,0,0.0,103.4,94.0,189.3,125.0,227.2,125.0,14.4,3.0,1.0
0,106.0,0,0.0,52.2,106.0,220.1,113.0,112.3,95.0,11.4,2.0,2.0
1,225.0,0,0.0,165.4,106.0,273.7,109.0,210.0,93.0,8.7,3.0,0.0
0,75.0,0,0.0,147.5,110.0,191.7,97.0,135.0,68.0,16.4,3.0,2.0
0,86.0,0,0.0,217.8,93.0,214.7,95.0,228.7,70.0,11.3,7.0,0.0
0,169.0,0,0.0,235.7,79.0,136.9,85.0,220.9,97.0,13.3,10.0,1.0
0,106.0,0,0.0,178.4,143.0,247.0,123.0,259.9,105.0,9.6,2.0,0.0
0,135.0,0,0.0,239.9,91.0,177.1,104.0,217.2,118.0,5.9,3.0,2.0
0,70.0,0,0.0,148.4,110.0,267.1,90.0,151.5,101.0,8.9,4.0,0.0
0,80.0,0,0.0,148.6,106.0,210.8,65.0,203.7,86.0,10.0,2.0,2.0
0,37.0,0,0.0,191.1,69.0,129.2,113.0,207.5,117.0,12.9,1.0,0.0
0,137.0,0,0.0,97.5,95.0,195.8,82.0,288.8,78.0,0.0,0.0,1.0
0,123.0,0,0.0,128.7,126.0,117.6,94.0,198.4,132.0,10.8,5.0,0.0
0,94.0,0,0.0,85.9,113.0,226.7,91.0,279.6,110.0,15.6,16.0,0.0
0,112.0,0,0.0,167.6,100.0,154.5,90.0,281.4,107.0,17.3,3.0,2.0
0,179.0,0,0.0,234.5,134.0,164.2,94.0,191.4,72.0,6.1,4.0,1.0
0,57.0,0,0.0,154.2,78.0,196.7,85.0,253.5,97.0,10.1,9.0,1.0
0,94.0,0,0.0,118.7,90.0,205.1,57.0,172.2,100.0,10.4,6.0,3.0
0,100.0,0,0.0,179.1,123.0,196.6,132.0,186.7,116.0,10.2,10.0,1.0
0,106.0,0,0.0,147.9,97.0,209.3,99.0,162.1,80.0,8.8,5.0,2.0
0,86.0,0,0.0,150.5,92.0,120.3,95.0,271.2,96.0,9.0,2.0,1.0
0,94.0,0,0.0,163.5,136.0,143.7,111.0,253.4,82.0,12.6,5.0,1.0
1,85.0,0,0.0,236.9,93.0,197.7,113.0,309.1,78.0,11.4,7.0,2.0
0,89.0,0,0.0,82.3,77.0,167.2,80.0,194.7,70.0,7.2,4.0,1.0
0,128.0,0,0.0,216.0,111.0,153.7,115.0,227.0,74.0,12.7,4.0,1.0
0,115.0,1,0.0,180.0,119.0,198.8,126.0,217.1,70.0,12.4,3.0,1.0
0,76.0,0,0.0,143.7,55.0,173.1,108.0,239.1,95.0,5.8,6.0,1.0
0,30.0,0,0.0,137.6,108.0,162.0,80.0,187.7,126.0,5.8,10.0,3.0
1,105.0,1,0.0,273.9,119.0,278.6,103.0,255.3,90.0,10.9,7.0,1.0
0,83.0,0,0.0,178.8,102.0,167.9,84.0,178.9,65.0,8.6,4.0,3.0
0,155.0,0,0.0,163.0,93.0,203.9,102.0,159.0,109.0,15.1,4.0,2.0
0,87.0,0,0.0,189.5,113.0,204.9,100.0,221.7,93.0,13.4,3.0,1.0
1,99.0,1,0.0,242.3,102.0,350.9,102.0,163.1,93.0,11.3,3.0,0.0
0,105.0,0,0.0,115.5,73.0,267.3,83.0,114.2,90.0,13.3,5.0,3.0
0,73.0,0,0.0,137.1,102.0,210.8,114.0,191.4,120.0,11.1,4.0,1.0
0,95.0,0,0.0,198.4,113.0,235.9,144.0,325.6,99.0,10.1,3.0,0.0
0,57.0,0,0.0,169.6,96.0,234.7,112.0,285.4,83.0,11.2,4.0,0.0
0,104.0,1,0.0,160.4,73.0,293.9,103.0,306.6,90.0,12.6,5.0,4.0
0,141.0,0,0.0,160.1,87.0,256.7,120.0,270.0,107.0,7.0,1.0,2.0
0,95.0,0,0.0,194.6,114.0,232.8,106.0,173.4,92.0,3.8,2.0,3.0
1,184.0,0,0.0,236.4,73.0,287.3,120.0,192.0,94.0,13.8,4.0,1.0
0,74.0,0,0.0,157.1,95.0,213.1,36.0,280.4,77.0,7.6,3.0,2.0
0,67.0,0,0.0,179.8,125.0,173.2,86.0,272.8,97.0,10.9,4.0,0.0
0,104.0,1,0.0,148.2,108.0,161.8,113.0,259.3,103.0,11.0,4.0,0.0
1,149.0,0,0.0,119.2,88.0,168.3,110.0,204.7,119.0,12.2,6.0,4.0
0,117.0,0,0.0,184.8,83.0,248.6,101.0,133.1,113.0,9.6,8.0,1.0
0,130.0,0,0.0,176.3,140.0,201.0,104.0,161.9,123.0,11.3,5.0,1.0
0,73.0,0,0.0,241.7,115.0,168.5,133.0,169.8,122.0,11.1,2.0,2.0
0,149.0,0,0.0,207.3,115.0,198.4,82.0,114.1,83.0,8.6,4.0,1.0
0,29.0,0,0.0,196.8,81.0,168.0,110.0,132.6,98.0,12.7,7.0,2.0
0,131.0,0,0.0,110.9,74.0,115.6,90.0,190.5,114.0,15.8,9.0,1.0
0,153.0,0,0.0,122.5,145.0,273.3,103.0,197.8,71.0,8.0,3.0,2.0
